dataset,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,awards_won,avg_training_score,is_promoted
train,3176,1,9,3,1,3,2,33,3,4,1,1,47,0
train,24665,1,29,2,1,3,1,33,5,6,0,0,51,0
train,39542,1,14,2,1,1,1,29,2,3,0,0,50,0
train,73592,1,13,2,2,1,1,28,2,3,0,0,54,0
train,32024,3,24,3,1,1,1,36,3,3,1,0,81,0
train,72597,2,15,2,1,3,1,31,3,6,1,0,58,0
train,72303,2,8,3,2,1,1,33,4,9,0,0,63,0
train,37525,1,26,2,1,3,1,27,5,4,1,0,46,0
train,29936,6,17,2,2,3,1,38,4,11,1,0,71,0
train,32921,2,2,2,2,1,2,37,4,7,0,0,62,0
train,66876,1,7,NA,1,1,2,26,NA,1,0,0,51,0
train,72457,3,16,2,2,1,1,29,2,2,1,0,78,0
train,26139,1,7,2,2,3,1,38,4,9,0,0,47,0
train,29748,2,13,2,2,1,1,35,4,3,1,0,59,0
train,64685,8,2,3,2,1,1,45,3,6,0,0,45,0
train,6185,2,15,2,1,1,1,27,1,2,0,0,58,0
train,47784,2,4,2,2,1,1,43,3,14,0,0,60,0
train,26852,6,27,2,2,3,1,37,4,4,1,0,68,0
train,12215,4,15,3,1,1,3,30,3,6,0,0,85,0
train,2415,8,2,2,2,3,1,33,1,3,0,0,48,0
train,76699,2,2,2,2,3,1,51,3,4,0,0,60,0
train,30359,3,1,2,1,3,1,30,3,7,1,0,74,0
train,29093,9,2,2,2,1,1,33,3,7,1,0,58,0
train,50601,7,11,2,2,3,1,31,5,5,1,0,58,0
train,42190,1,2,2,1,3,1,55,3,23,0,0,49,0
train,6414,2,10,2,1,3,1,32,2,5,0,0,59,0
train,9149,2,4,2,2,3,1,31,5,2,1,0,55,1
train,24748,6,10,2,1,1,1,28,5,5,1,0,73,0
train,6064,6,2,3,1,3,1,45,3,15,0,0,70,0
train,30762,6,15,2,1,3,1,35,4,7,1,0,69,0
train,28224,1,13,3,1,1,1,38,3,9,0,0,44,0
train,46785,2,32,2,2,3,1,33,2,3,1,0,58,1
train,18371,6,23,2,1,1,2,35,3,6,0,0,66,0
train,5526,2,15,2,1,3,2,36,5,10,0,0,65,0
train,4715,2,32,1,1,1,1,24,4,2,0,0,60,0
train,69606,3,22,2,1,1,2,24,3,2,0,0,87,0
train,11834,2,27,2,2,3,1,34,4,5,0,0,58,0
train,18708,1,7,2,2,1,1,32,3,2,0,0,49,0
train,42427,1,28,2,1,3,1,42,1,11,0,0,46,0
train,66286,2,13,3,1,1,1,45,3,8,0,0,73,1
train,45441,2,2,2,2,3,1,32,3,5,1,0,60,0
train,77300,2,4,2,2,3,1,27,5,2,1,0,58,0
train,13297,6,2,2,2,1,1,39,1,15,0,0,71,0
train,52595,3,10,2,1,3,1,32,5,5,0,0,81,1
train,14515,4,7,2,1,3,1,40,3,6,1,0,84,0
train,59199,4,22,3,1,3,1,31,3,5,0,0,86,0
train,3165,6,2,NA,2,1,1,53,3,4,0,0,75,0
train,59010,4,15,NA,1,1,1,33,5,7,1,1,91,1
train,21643,1,26,2,1,1,2,30,4,4,1,0,54,0
train,32403,2,2,3,2,1,1,44,5,6,1,0,54,0
train,43990,1,34,2,1,1,1,32,1,6,1,1,52,0
train,44616,4,3,2,1,3,1,29,NA,1,0,0,84,0
train,5454,2,6,2,2,3,1,27,3,4,0,0,61,0
train,62876,3,2,3,2,3,1,39,4,10,1,0,75,0
train,41664,6,2,2,2,3,1,50,3,12,0,0,71,0
train,14438,3,25,3,2,1,1,37,3,10,0,0,75,0
train,45103,7,22,2,1,1,1,27,5,3,0,0,92,1
train,12343,2,27,3,1,1,1,40,3,7,0,0,57,0
train,3063,1,2,3,1,1,1,33,5,6,0,1,93,1
train,7965,2,7,3,1,3,1,40,5,10,1,0,53,0
train,61752,1,15,2,1,1,1,28,3,4,1,0,53,0
train,42542,5,22,3,1,3,3,30,5,2,0,0,85,0
train,8666,2,7,2,1,3,2,29,3,5,0,0,56,0
train,25126,1,16,3,2,1,1,51,2,20,0,0,48,0
train,3801,6,23,3,2,1,1,33,3,6,0,0,86,1
train,39709,1,15,2,1,3,1,29,5,4,0,0,49,0
train,40121,3,10,3,2,3,1,30,3,3,0,0,80,0
train,6696,2,13,3,1,1,1,40,1,7,0,0,63,0
train,13327,1,21,2,1,1,1,39,4,7,0,0,44,0
train,8068,1,26,3,1,3,1,45,4,4,0,0,49,0
train,31394,4,31,3,1,1,1,35,4,7,0,0,84,0
train,71316,1,7,2,1,3,1,26,3,2,0,0,49,0
train,33177,4,34,2,1,1,1,28,NA,1,0,0,87,0
train,5668,3,2,3,2,3,1,45,1,3,1,0,83,0
train,62069,3,2,3,1,3,3,33,3,4,0,0,80,0
train,67859,1,16,2,1,3,1,33,2,4,0,0,50,0
train,64896,1,4,3,1,1,1,33,4,5,0,0,46,0
train,47421,8,22,3,1,3,1,37,5,11,1,0,93,1
train,16811,1,16,2,1,1,1,34,3,8,0,0,53,0
train,65825,2,16,2,1,1,1,35,3,7,0,0,61,0
train,8434,4,2,2,1,3,2,44,3,16,0,0,83,0
train,73971,4,2,2,1,1,1,53,3,15,0,0,86,0
train,23802,7,27,2,1,3,1,40,3,9,0,0,57,0
train,24580,4,20,2,1,3,2,30,5,7,1,0,82,0
train,29711,1,22,2,1,1,2,27,NA,1,0,0,85,1
train,28574,8,2,2,2,1,1,33,3,8,0,0,55,0
train,51984,5,27,3,1,1,1,33,5,4,0,0,88,1
train,16923,4,7,3,1,3,1,34,3,7,1,0,89,0
train,58348,6,10,2,1,1,1,29,5,2,1,0,72,0
train,37957,1,16,2,1,1,1,37,3,4,1,0,49,0
train,52806,2,22,3,2,3,1,50,5,8,1,0,58,0
train,42832,4,32,2,1,1,2,27,2,2,0,0,85,0
train,15961,2,8,NA,2,3,1,29,NA,1,0,0,59,0
train,15612,6,7,2,2,1,1,30,2,4,1,0,68,1
train,31997,2,16,2,1,3,1,31,5,3,0,0,57,0
train,13624,8,22,2,1,1,1,29,5,2,1,0,49,0
train,2044,2,26,2,2,1,1,37,3,8,0,0,58,0
train,36425,1,22,2,1,3,2,30,NA,1,1,0,47,0
train,32050,2,4,3,1,3,1,53,5,2,0,0,60,0
train,25503,3,7,2,1,3,1,26,3,2,0,0,86,1
train,12325,1,2,3,1,1,2,38,4,3,0,0,46,0
train,33197,1,25,2,1,1,2,34,3,7,0,0,51,0
train,46041,3,5,3,1,3,1,33,1,7,0,0,78,0
train,22100,4,2,3,1,1,1,37,1,6,0,0,84,0
train,29365,7,2,2,1,1,1,27,3,3,1,0,59,1
train,50274,4,22,2,2,1,2,28,3,2,0,0,83,0
train,20287,8,7,2,2,3,1,30,4,5,0,0,45,0
train,42509,1,3,2,1,3,1,29,3,7,1,1,48,1
train,36932,2,22,3,1,1,1,34,3,4,0,0,54,0
train,3841,1,29,3,1,1,1,39,3,3,1,0,43,0
train,17895,3,28,3,1,3,1,34,3,4,0,0,81,0
train,42829,1,2,2,1,1,1,60,4,12,0,0,50,0
train,67356,1,27,2,1,3,1,30,3,2,1,0,48,1
train,28818,1,15,2,1,3,3,23,NA,1,0,0,50,0
train,63459,3,27,2,2,1,1,27,5,2,1,0,79,1
train,50689,2,7,2,1,1,1,35,2,3,0,0,64,0
train,25318,3,4,3,2,3,1,37,2,9,0,0,80,0
train,73221,5,22,3,1,2,2,30,5,4,1,0,88,0
train,78138,4,28,3,1,3,1,31,3,6,1,0,86,0
train,12903,8,2,3,1,3,2,46,3,16,0,0,46,0
train,7185,1,2,2,1,1,1,52,2,10,0,0,48,0
train,23998,1,31,2,1,3,2,35,1,7,0,0,46,0
train,71559,2,15,3,2,3,1,43,4,11,0,0,60,0
train,13955,1,2,NA,1,3,1,28,5,7,0,0,53,0
train,30095,3,11,2,1,3,1,40,4,10,0,0,73,0
train,17240,3,4,3,1,3,1,52,4,3,1,0,78,0
train,7590,3,22,2,1,1,1,29,3,6,0,0,79,0
train,38248,6,2,2,2,3,1,24,NA,1,0,0,68,0
train,33979,1,15,2,1,3,3,30,2,2,0,0,51,0
train,39892,9,22,2,1,1,2,25,NA,1,0,0,60,0
train,36830,2,4,3,2,1,1,39,3,4,0,0,61,0
train,38538,3,7,3,2,3,1,49,3,17,0,0,80,0
train,11238,3,5,2,1,3,1,36,4,10,0,0,83,0
train,8911,1,2,2,1,1,1,50,5,18,0,0,46,0
train,72932,4,2,3,1,3,1,54,2,17,0,0,85,0
train,9229,4,22,2,1,3,1,32,5,7,0,0,83,1
train,66460,1,2,2,1,1,4,35,1,9,0,0,49,0
train,63135,7,25,2,1,1,2,32,3,5,1,1,61,0
train,843,1,22,2,1,1,3,31,NA,1,0,0,53,0
train,65235,1,11,2,1,3,1,31,1,4,0,0,45,0
train,63173,2,20,2,1,1,1,30,1,6,0,0,58,0
train,54326,6,13,3,1,3,1,40,4,7,1,0,67,0
train,52361,4,2,3,1,3,3,45,5,12,0,0,79,0
train,64087,1,27,2,2,1,2,38,3,10,0,0,51,0
train,36043,3,2,3,1,3,1,39,2,7,0,0,78,0
train,56770,2,14,2,2,1,2,30,NA,1,0,0,57,0
train,63045,2,22,3,2,3,1,40,5,4,0,0,73,1
train,15974,7,2,2,1,1,1,30,5,4,1,0,57,0
train,59821,2,26,2,2,3,1,27,3,3,1,0,58,0
train,22114,6,8,3,1,3,1,39,4,8,1,0,67,0
train,68581,2,1,2,1,3,1,28,3,5,0,0,59,0
train,59333,1,15,2,1,3,1,33,4,7,0,0,52,0
train,71976,6,17,3,2,3,1,40,3,15,0,0,72,0
train,74083,8,22,2,1,1,1,30,3,3,0,0,52,0
train,57223,7,2,1,2,3,1,26,NA,1,1,0,62,0
train,43723,1,21,2,1,1,1,39,3,13,0,0,44,0
train,30114,1,22,2,1,1,1,35,1,5,0,0,48,0
train,67747,1,14,2,2,1,1,32,4,7,0,0,50,0
train,16836,6,10,2,1,1,1,30,3,5,0,0,68,0
train,38797,2,22,3,1,3,1,42,3,7,0,0,60,0
train,23928,2,23,2,1,1,1,37,3,7,0,0,55,0
train,69145,4,15,2,1,1,1,35,5,2,0,0,84,0
train,17066,1,3,3,1,1,1,35,4,5,0,0,48,0
train,17802,1,15,NA,1,1,1,45,3,5,0,0,51,0
train,37867,7,11,2,1,3,1,27,3,6,1,0,60,0
train,35389,7,2,2,1,3,1,29,NA,1,1,0,56,0
train,60776,2,19,3,1,1,1,37,4,7,0,0,62,0
train,35799,2,13,2,2,1,2,37,4,2,0,0,59,0
train,16897,1,16,3,1,1,1,42,4,5,0,0,50,0
train,36496,2,22,1,2,1,1,24,3,2,0,0,61,0
train,62963,1,20,2,1,1,1,29,4,3,0,0,49,0
train,32412,1,1,2,1,1,1,33,5,5,1,0,54,1
train,71158,3,10,2,2,1,1,27,3,3,0,0,83,0
train,24339,1,11,2,1,3,1,25,NA,1,0,0,50,0
train,68715,1,22,2,1,1,1,28,NA,1,1,0,49,1
train,30022,8,2,2,2,1,1,33,4,4,1,0,49,0
train,485,1,8,2,1,1,1,33,1,6,0,0,48,0
train,71332,7,7,3,2,3,1,35,5,5,0,0,59,0
train,61580,2,29,2,2,3,1,34,5,10,0,0,57,0
train,26106,2,7,2,1,1,1,40,5,3,1,0,61,0
train,64047,6,2,2,2,3,1,29,5,4,1,0,69,0
train,54324,7,2,3,1,3,1,41,3,12,0,0,66,0
train,31747,5,31,2,1,1,1,33,4,5,0,0,88,0
train,11338,1,6,2,2,1,1,23,NA,1,0,0,50,0
train,60325,6,2,2,1,1,1,30,3,3,0,0,71,0
train,70853,2,15,2,1,3,1,27,NA,1,0,0,60,0
train,18672,1,10,3,1,3,1,37,3,9,0,0,54,0
train,40900,1,11,2,1,3,2,30,1,6,1,0,50,0
train,71980,6,15,3,1,3,1,43,5,4,1,0,71,0
train,60989,1,16,3,2,1,1,35,3,3,1,0,51,0
train,22547,7,28,2,2,3,1,30,NA,1,1,0,59,1
train,54285,5,4,3,1,3,2,41,5,9,1,0,83,0
train,38006,1,31,2,2,3,1,34,5,4,1,0,50,0
train,65624,2,7,2,1,1,1,45,5,13,0,0,57,0
train,53413,2,8,3,2,3,1,37,4,10,0,0,56,0
train,16714,7,2,2,1,1,1,31,3,6,0,0,60,0
train,61457,1,26,2,1,1,4,31,3,5,0,0,46,0
train,55864,6,2,2,2,2,1,30,NA,1,1,1,71,1
train,73130,4,22,2,2,1,1,37,5,8,1,0,90,1
train,7191,2,26,2,1,3,1,46,3,15,0,0,58,0
train,6353,2,29,2,2,1,1,30,1,3,0,0,59,0
train,58908,2,22,2,2,1,1,33,NA,1,0,0,59,0
train,25097,3,13,3,2,3,2,37,5,3,1,0,86,1
train,10932,2,27,2,1,1,1,31,5,4,1,0,63,0
train,52468,2,4,2,1,3,1,50,5,6,1,0,60,0
train,70059,3,27,2,1,1,1,27,NA,1,0,0,77,0
train,4320,1,2,2,2,3,1,45,3,5,0,0,46,0
train,70653,3,11,2,2,1,1,27,3,5,0,0,76,0
train,18149,8,2,3,2,1,1,41,3,13,0,0,52,0
train,849,3,2,2,2,1,3,30,3,6,0,0,81,0
train,49538,3,2,2,1,3,1,45,1,3,1,0,83,0
train,47803,2,2,2,2,1,2,33,4,9,0,0,60,0
train,58270,4,7,2,1,1,1,39,3,13,0,0,82,1
train,25245,1,22,2,2,3,1,33,5,3,0,0,48,0
train,49521,7,26,2,1,3,1,38,4,5,1,0,61,0
train,9250,2,19,2,1,1,2,33,3,9,0,0,58,0
train,61306,1,2,3,1,1,1,34,1,10,0,0,50,0
train,78188,1,16,2,1,1,1,31,1,5,1,0,44,0
train,47602,6,7,NA,1,3,1,31,3,2,0,0,73,0
train,66973,3,28,3,2,3,1,34,3,8,0,0,79,0
train,18490,2,11,2,2,1,1,42,3,3,0,0,58,0
train,42091,1,5,2,1,3,1,34,5,7,0,0,51,0
train,66962,2,22,3,1,3,1,50,5,18,0,0,74,1
train,56227,2,13,2,1,3,1,29,3,3,1,0,60,1
train,44730,2,22,2,1,1,1,24,4,6,1,0,59,0
train,25598,1,29,2,1,3,1,27,4,2,1,0,49,0
train,67429,2,15,2,2,3,1,26,3,2,1,0,58,0
train,10729,6,22,2,2,1,3,28,NA,1,0,0,66,0
train,46759,6,4,2,2,3,1,29,5,2,1,0,73,1
train,61403,6,13,2,2,3,1,26,1,3,0,0,69,0
train,26433,8,2,2,1,3,2,31,1,7,0,0,48,0
train,62186,3,31,2,1,3,1,38,3,7,0,0,77,0
train,32163,3,13,2,1,3,1,35,5,5,1,1,80,1
train,12747,6,7,3,1,3,2,46,3,19,0,0,69,0
train,72980,1,30,2,1,3,1,33,2,8,0,0,53,0
train,29806,7,22,2,1,1,1,29,3,6,0,0,57,0
train,58453,6,13,2,1,3,2,37,3,8,0,0,75,0
train,5805,1,2,3,2,3,2,30,1,5,0,0,49,0
train,11266,3,2,3,1,3,1,59,2,13,0,0,80,0
train,70830,8,4,3,1,3,1,35,5,9,0,0,43,0
train,60239,3,20,2,1,3,1,34,3,7,0,0,75,0
train,5455,1,13,3,1,1,2,35,4,5,1,0,49,0
train,7284,1,2,3,1,3,1,31,4,4,0,0,53,0
train,43565,2,13,3,1,3,1,40,4,5,1,0,57,0
train,74954,1,2,2,1,1,1,31,5,7,1,0,53,1
train,68230,8,2,3,1,1,1,37,2,4,1,0,54,0
train,39443,6,6,2,2,1,1,28,NA,1,0,0,71,0
train,28910,4,25,2,1,1,1,32,5,6,1,0,89,0
train,62414,8,2,2,2,1,1,42,5,4,0,0,49,0
train,62762,4,25,2,1,1,2,32,4,2,0,0,80,0
train,8429,1,11,2,1,3,2,25,2,2,1,0,51,0
train,27612,4,4,2,1,1,1,32,4,10,1,0,85,0
train,60664,1,2,2,1,3,1,36,1,9,0,0,47,0
train,65003,1,29,3,1,3,1,35,NA,1,0,0,47,0
train,29268,3,33,2,1,3,1,31,4,4,0,0,77,0
train,51324,4,26,2,2,1,1,29,4,4,1,0,81,0
train,36386,3,2,2,1,3,1,43,1,6,0,0,81,0
train,34819,2,7,3,1,3,3,51,5,24,1,0,62,0
train,37280,2,1,2,2,1,1,30,4,2,1,0,60,0
train,28270,4,34,2,1,3,1,34,3,8,0,0,82,0
train,22841,8,32,2,2,3,1,34,3,4,1,0,50,0
train,24998,1,30,3,1,3,1,33,3,9,0,0,51,0
train,71233,8,11,2,1,1,1,34,5,7,1,0,46,0
train,27251,3,7,3,1,1,1,31,4,5,0,0,82,0
train,73625,1,2,2,1,1,1,22,NA,1,0,0,50,0
train,46289,3,2,2,2,3,1,22,2,2,1,0,79,0
train,76858,1,1,2,1,3,1,37,5,7,1,0,52,0
train,21511,4,23,3,1,1,1,33,4,6,1,0,85,0
train,63907,9,22,2,1,3,1,28,5,3,1,0,59,0
train,45804,6,26,2,1,3,1,35,3,9,0,0,69,0
train,45951,2,31,2,2,1,2,30,3,5,0,0,56,0
train,63809,3,7,2,1,1,1,28,5,3,1,0,81,0
train,17258,4,22,2,1,1,2,27,4,3,1,0,78,0
train,66346,4,29,2,1,3,1,28,2,3,1,0,86,0
train,59279,3,23,3,1,1,1,44,3,15,0,0,81,0
train,69554,6,5,2,2,1,1,32,2,4,1,0,69,0
train,65497,2,32,2,1,1,1,37,3,11,0,0,56,0
train,40715,1,2,2,1,3,1,43,5,3,0,0,51,0
train,31841,3,2,2,1,3,1,33,4,2,0,0,78,0
train,15228,1,9,3,1,1,1,34,3,9,0,0,53,0
train,69892,1,22,NA,2,3,1,27,NA,1,1,0,45,0
train,48164,1,28,NA,1,3,1,29,5,1,0,0,46,0
train,12809,2,2,2,1,3,1,45,4,9,0,0,62,0
train,62053,2,7,2,1,1,1,49,4,15,0,0,59,0
train,14152,1,17,2,1,3,2,32,3,3,1,0,52,0
train,53836,6,2,3,2,3,2,39,3,6,0,0,69,0
train,53611,2,27,3,1,3,1,39,5,10,0,0,61,0
train,34709,2,4,2,2,1,1,38,5,3,1,0,56,0
train,59050,2,22,2,1,1,1,35,5,9,1,0,59,1
train,41656,2,16,2,1,3,1,25,3,3,0,0,61,0
train,29439,1,2,2,1,1,2,28,5,3,0,0,51,0
train,21107,3,23,3,1,3,1,53,1,6,0,0,79,0
train,25355,7,32,2,1,3,1,34,3,5,1,0,59,0
train,38597,4,29,2,1,3,1,30,5,4,0,0,87,0
train,39124,3,13,2,1,1,1,44,4,12,0,0,78,0
train,59969,2,16,3,1,3,1,34,5,8,1,1,87,1
train,75418,4,25,2,1,3,1,32,4,8,1,0,85,0
train,34524,6,23,3,1,1,2,40,4,7,1,0,67,0
train,47601,4,16,2,1,3,2,36,3,7,1,0,80,0
train,53617,2,11,2,2,1,1,31,5,7,1,0,58,0
train,18249,1,22,NA,2,1,2,28,3,6,0,0,50,0
train,30674,1,2,2,1,3,1,34,4,6,1,0,46,1
train,76869,1,7,3,1,3,2,39,1,7,0,0,50,0
train,76638,1,16,2,2,1,1,29,3,5,0,0,50,0
train,68115,6,23,3,1,1,1,36,1,4,0,0,66,0
train,70558,1,19,2,1,1,3,31,1,3,0,0,47,0
train,57141,4,32,2,1,1,1,33,4,8,0,0,84,0
train,63926,2,11,3,1,3,1,42,3,7,0,0,60,0
train,66207,2,32,2,2,1,1,31,5,2,0,0,57,0
train,70376,3,7,2,1,3,1,37,1,10,0,0,81,0
train,58624,2,2,2,1,3,1,26,4,3,1,0,59,0
train,37828,6,2,2,1,3,1,47,4,6,0,0,68,0
train,3542,1,2,3,1,3,1,40,5,9,0,0,51,0
train,44773,4,1,3,1,3,1,34,4,10,0,0,85,0
train,23141,1,31,2,1,1,2,25,1,2,0,0,51,0
train,70125,1,26,2,1,1,1,36,5,7,1,0,50,0
train,64368,9,27,2,2,1,1,26,3,4,0,0,61,0
train,743,2,7,2,1,3,1,41,3,3,0,0,56,0
train,32510,3,5,3,1,3,1,40,4,5,0,0,75,0
train,70694,1,27,2,1,1,1,48,1,17,0,0,49,0
train,51273,3,23,3,1,1,1,42,3,3,0,0,75,0
train,6398,3,4,2,2,3,1,28,3,2,1,0,80,1
train,53354,4,22,2,2,1,1,30,5,4,1,0,82,0
train,49561,3,7,2,1,3,1,33,5,4,0,0,82,1
train,17071,4,2,2,1,1,4,33,4,7,0,0,82,1
train,19077,7,2,3,2,3,1,35,5,10,1,0,59,0
train,13034,8,20,3,1,3,1,36,3,4,1,0,54,0
train,66517,1,7,3,2,3,1,38,5,10,0,0,48,0
train,11478,3,13,2,1,3,1,25,2,2,0,0,79,0
train,12688,1,6,2,2,3,2,34,1,4,0,0,46,0
train,60219,2,31,3,1,3,1,45,5,4,1,0,58,0
train,28010,6,26,2,1,1,1,32,4,3,0,0,68,0
train,56216,1,22,NA,1,1,1,24,5,1,0,0,50,0
train,73730,6,23,2,1,1,1,36,4,7,0,0,66,0
train,72178,1,15,2,1,2,1,30,NA,1,1,0,49,0
train,10409,1,22,2,1,3,1,25,4,2,1,0,54,0
train,32655,1,13,3,1,1,1,39,4,8,0,0,52,0
train,63037,1,15,2,1,3,1,32,5,7,0,0,52,0
train,64147,2,22,2,2,1,1,50,5,9,1,0,55,0
train,24102,6,7,3,1,3,1,35,3,10,0,0,69,0
train,13397,2,29,2,2,3,1,37,5,5,1,0,60,0
train,20867,9,2,2,2,1,1,35,3,6,0,0,64,0
train,46618,6,2,3,1,1,1,32,3,5,0,0,73,0
train,40716,2,23,2,1,3,1,36,3,9,0,0,61,0
train,3618,2,14,2,2,1,1,35,3,3,1,0,64,0
train,20039,2,15,2,2,1,1,48,3,7,0,0,62,0
train,67966,1,30,2,1,1,1,28,3,2,0,0,52,0
train,55750,1,2,3,1,3,3,31,3,6,0,0,48,0
train,24441,4,7,3,1,1,1,41,4,11,1,0,87,1
train,24203,1,20,2,1,1,1,31,2,2,0,0,51,0
train,75310,5,16,3,1,3,1,29,5,4,1,0,80,0
train,30931,4,4,2,1,1,1,31,4,4,0,0,87,0
train,13090,3,1,2,2,3,1,29,5,5,0,0,80,0
train,32546,6,2,2,1,3,1,44,4,9,0,0,76,0
train,72925,1,13,2,2,1,1,39,4,7,1,0,51,1
train,70208,4,25,3,1,3,2,37,3,9,1,0,81,0
train,19452,1,11,2,2,3,1,29,NA,1,0,0,48,0
train,72232,2,23,2,1,3,1,30,1,6,0,0,62,0
train,7949,8,25,2,2,3,1,27,NA,1,1,0,52,0
train,28946,1,2,3,1,3,1,38,1,2,0,0,49,0
train,40836,1,2,2,2,1,1,41,3,7,0,0,51,0
train,63268,4,9,3,1,3,1,30,2,7,1,0,85,0
train,18909,3,7,3,2,1,1,36,1,7,0,0,81,0
train,73270,1,7,2,2,3,1,29,NA,1,0,0,55,0
train,14754,1,2,NA,1,1,1,22,NA,1,0,0,50,0
train,69138,8,14,2,1,3,1,38,4,12,0,0,52,0
train,12695,1,22,3,1,1,1,27,NA,1,1,0,47,0
train,6608,4,22,2,1,1,2,30,5,4,1,0,86,1
train,15571,2,7,2,2,3,1,32,5,3,1,0,58,0
train,31014,2,4,2,1,3,1,29,5,4,0,0,55,0
train,75262,1,3,3,1,3,1,33,5,5,1,0,49,0
train,30581,3,2,2,2,1,1,39,2,13,0,0,86,0
train,15360,1,3,2,1,1,1,43,3,10,1,0,51,0
train,43018,1,1,3,1,1,1,39,4,7,1,0,52,0
train,73190,6,14,2,1,3,1,32,5,6,1,0,65,0
train,64576,7,28,3,1,3,2,39,5,3,1,0,65,0
train,11153,3,23,3,1,1,1,43,3,6,0,0,78,0
train,46244,6,14,2,2,3,1,27,3,2,1,0,72,0
train,2341,2,8,2,2,3,1,35,3,3,1,1,55,0
train,7386,4,4,2,1,3,1,33,5,5,1,0,84,0
train,46024,8,15,2,1,1,1,32,4,6,0,0,53,0
train,38574,4,20,2,1,3,1,30,4,6,0,0,83,0
train,14649,3,26,3,2,3,1,40,3,3,0,0,82,0
train,48108,6,2,2,2,1,1,58,4,25,1,0,67,1
train,72461,8,2,NA,1,3,1,44,3,3,0,0,49,0
train,57217,9,2,3,1,1,1,53,5,18,0,0,62,0
train,60065,1,2,2,1,1,1,32,3,5,1,0,47,0
train,59951,1,24,3,1,1,1,38,3,3,0,0,44,0
train,15261,1,2,NA,1,3,1,35,4,5,0,0,52,0
train,75108,3,7,2,2,1,1,43,2,2,1,0,75,1
train,36776,3,23,2,1,2,1,29,5,3,0,0,80,1
train,47567,2,22,3,1,3,1,48,5,16,1,0,59,0
train,28196,2,22,2,1,3,2,32,5,7,0,0,58,0
train,75532,8,25,3,1,3,1,49,5,19,0,0,50,0
train,38477,2,2,NA,2,3,1,39,3,7,0,0,59,0
train,8119,2,15,3,1,1,1,39,4,7,1,0,63,0
train,67479,1,7,2,1,1,2,31,5,4,1,0,51,0
train,26187,3,13,2,1,1,1,29,3,6,1,0,78,1
train,57652,1,15,2,1,3,1,36,5,10,0,0,50,0
train,48732,8,2,2,2,3,1,34,3,7,1,0,50,0
train,67911,2,8,2,1,1,1,25,NA,1,1,0,61,0
train,16934,2,9,2,1,1,1,34,4,4,0,0,57,0
train,7690,1,13,3,2,1,1,40,3,9,0,0,47,0
train,13088,8,20,2,1,3,1,27,1,3,1,0,50,0
train,17163,2,22,2,1,1,1,29,NA,1,0,0,58,0
train,49292,3,31,2,1,3,1,45,2,16,0,0,78,0
train,28744,2,22,3,2,3,1,60,5,33,1,0,65,0
train,8596,4,13,2,1,1,1,37,5,7,1,0,88,0
train,14787,3,2,2,1,3,1,28,NA,1,1,0,84,1
train,14620,6,24,2,2,3,1,32,1,6,0,0,65,0
train,54244,1,11,3,1,1,1,39,2,11,0,0,50,0
train,49452,2,2,2,1,3,3,30,4,6,0,0,55,0
train,29981,6,7,3,2,3,1,34,5,3,1,0,72,1
train,38254,1,23,3,1,3,1,46,5,17,1,0,49,0
train,34616,1,2,2,2,1,1,46,3,12,0,0,49,0
train,7829,1,13,2,1,1,1,34,1,3,0,0,49,0
train,38466,1,28,2,1,3,3,29,3,5,0,0,52,0
train,51990,4,16,2,1,1,1,31,1,4,0,0,82,0
train,23240,2,28,2,2,3,1,28,4,2,0,0,58,0
train,26380,8,26,2,2,1,1,33,5,10,0,0,51,0
train,33018,1,7,2,2,1,1,36,3,8,0,0,46,0
train,20485,8,2,2,2,3,1,38,3,9,0,0,52,0
train,44214,1,7,3,2,1,1,33,1,7,0,0,49,0
train,8549,2,29,2,1,3,1,31,2,4,0,0,60,0
train,45492,1,14,2,1,1,1,26,5,3,1,0,49,0
train,7940,1,30,2,1,3,2,29,NA,1,0,0,47,0
train,60169,2,13,2,2,3,1,28,NA,1,0,0,60,0
train,29110,1,16,2,1,1,2,27,3,3,0,0,44,0
train,16064,2,15,2,1,3,2,30,3,5,0,0,55,0
train,3893,6,20,3,2,3,1,38,5,10,1,0,72,0
train,23647,8,32,NA,2,3,1,27,5,2,0,0,50,0
train,47521,3,22,3,1,3,1,39,3,4,1,0,82,0
train,4196,1,7,NA,1,3,1,47,1,17,0,0,51,0
train,54105,1,2,3,2,3,1,49,4,3,0,0,53,0
train,59486,2,15,3,1,1,1,34,5,4,1,0,55,0
train,41613,6,2,2,2,3,1,41,5,3,1,0,70,0
train,60541,1,31,3,1,1,2,42,3,7,0,0,52,0
train,17400,1,20,3,1,3,2,34,3,6,0,0,47,0
train,19040,8,2,2,2,3,1,40,3,5,0,0,54,0
train,29342,1,2,3,2,1,2,56,4,5,0,0,48,0
train,30502,1,15,2,1,3,1,52,2,19,0,0,52,0
train,3449,2,13,3,1,1,1,39,4,8,0,0,62,0
train,51631,3,33,3,1,3,2,42,3,15,0,0,79,0
train,27373,2,13,2,2,1,1,30,3,3,0,0,60,0
train,62950,2,22,1,1,3,1,21,NA,1,0,0,59,0
train,2167,4,22,2,1,2,1,30,5,5,0,0,82,0
train,76146,1,2,2,1,2,1,27,3,2,0,0,52,0
